text_id,sent_id,finite_verb,non_finite_verb,sentence,length,lastmention,verb_start,verb_begin,verb_love,verb_hate,argstr_NC,argstr_NP,argstr_PP,tense_pre,tense_pst,tense_fut,tense_cond,verb_POS,target_form
8,10040,begin,write," And Goldberg , pulling the pad towards him and seizing his felt-tip pen , began to write .",5,1,0,1,0,0,1,0,0,0,1,0,0,VV,0
8,10048,begin,push," Goldberg , pushing back the typewriter and drawing the pad towards him , began again .",4,3,0,1,0,0,0,1,0,0,1,0,0,VVG,1
8,10256,begin,invade," I had gone too far and experienced too much , I needed to slow down , to get back to the small things , the practical things , to measuring and cutting and fixing , and it was with relief that I noticed that daylight had begun to invade the room , I kept quite still , I held the glass firmly in my gaze , gradually the elements already worked on began to emerge , some more clearly than others , some in outline only and some only when they impeded the free flow of light through the glass , until the sun came up and was reflected back from the windows of the house opposite and I could sit and look at the glass and think back through the work and the mistakes and the few successes , and sense again with that sickening feeling in the pit of the stomach that the whole of the right hand side of the lower panel was still a mess , nothing there had been resolved , but then I drew back from that , though it kept trying to pull me back to itself , and concentrated on what was beginning to work , on the left hand areas both top and bottom and on the elegance of the frame and the joy of seeing the bare walls and the wainscoting appear through the empty areas , and as I moved round so different parts of the room appeared and the relation of the surface of the glass to what lay behind changed , precision and fluidity , precision and fluidity , he wrote , choice and chance , not choice alone and chance alone but the two together , that is why delay , not stoppage and not flow but delay , delay in glass , he wrote , as when the plane is late and you should have been gone , have already arrived perhaps , but you are still there , or the sprinter beats the gun and the whole field is called back , the race could have been over but it has not yet started .",6,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
8,10256,begin,emerge," I had gone too far and experienced too much , I needed to slow down , to get back to the small things , the practical things , to measuring and cutting and fixing , and it was with relief that I noticed that daylight had begun to invade the room , I kept quite still , I held the glass firmly in my gaze , gradually the elements already worked on began to emerge , some more clearly than others , some in outline only and some only when they impeded the free flow of light through the glass , until the sun came up and was reflected back from the windows of the house opposite and I could sit and look at the glass and think back through the work and the mistakes and the few successes , and sense again with that sickening feeling in the pit of the stomach that the whole of the right hand side of the lower panel was still a mess , nothing there had been resolved , but then I drew back from that , though it kept trying to pull me back to itself , and concentrated on what was beginning to work , on the left hand areas both top and bottom and on the elegance of the frame and the joy of seeing the bare walls and the wainscoting appear through the empty areas , and as I moved round so different parts of the room appeared and the relation of the surface of the glass to what lay behind changed , precision and fluidity , precision and fluidity , he wrote , choice and chance , not choice alone and chance alone but the two together , that is why delay , not stoppage and not flow but delay , delay in glass , he wrote , as when the plane is late and you should have been gone , have already arrived perhaps , but you are still there , or the sprinter beats the gun and the whole field is called back , the race could have been over but it has not yet started .",6,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
8,10256,begin,work," I had gone too far and experienced too much , I needed to slow down , to get back to the small things , the practical things , to measuring and cutting and fixing , and it was with relief that I noticed that daylight had begun to invade the room , I kept quite still , I held the glass firmly in my gaze , gradually the elements already worked on began to emerge , some more clearly than others , some in outline only and some only when they impeded the free flow of light through the glass , until the sun came up and was reflected back from the windows of the house opposite and I could sit and look at the glass and think back through the work and the mistakes and the few successes , and sense again with that sickening feeling in the pit of the stomach that the whole of the right hand side of the lower panel was still a mess , nothing there had been resolved , but then I drew back from that , though it kept trying to pull me back to itself , and concentrated on what was beginning to work , on the left hand areas both top and bottom and on the elegance of the frame and the joy of seeing the bare walls and the wainscoting appear through the empty areas , and as I moved round so different parts of the room appeared and the relation of the surface of the glass to what lay behind changed , precision and fluidity , precision and fluidity , he wrote , choice and chance , not choice alone and chance alone but the two together , that is why delay , not stoppage and not flow but delay , delay in glass , he wrote , as when the plane is late and you should have been gone , have already arrived perhaps , but you are still there , or the sprinter beats the gun and the whole field is called back , the race could have been over but it has not yet started .",4,0,0,1,0,0,1,0,0,0,1,0,0,VV,0
8,10726,start,play, Marcus leaps out of bed and starts to play Victorian hymns on the little portable organ he has in his bedroom .,4,11,1,0,0,0,0,1,0,1,0,0,0,VV,0
8,10727,start,echo, Whole house starts to echo with the booming sound .,4,-1,1,0,0,0,0,0,1,1,0,0,0,VV,0
8,10730,start,distort," Sometimes plays straight , sometimes starts to distort , hardly perceptible at first , then more and more , until he is producing wild expressionist shrieks or light medieval dances , then gradually the hymn reasserts itself until all is as it should be .",7,-1,1,0,0,0,0,0,1,1,0,0,0,VV,0
8,10765,start,hear, I start to hear everything much better than I normally do .,4,-1,1,0,0,0,0,1,0,1,0,0,0,VV,0
8,10897,begin,speak," It was in those far-off days as they strolled through the parks and boulevards of the great cities of the West , that people first began to speak of the death of images .",5,5,0,1,0,0,0,0,1,0,1,0,0,VV,0
8,10921,begin,talk," That was the year when , in the parks and boulevards of the great cities of the West , people first began to talk about the death of images .",4,-1,0,1,0,0,0,0,1,0,1,0,0,VV,0
8,11249,begin,see," I began to see the dangers of overcrowding , over-invention .",3,20,0,1,0,0,0,1,0,0,1,0,0,VV,0
8,11479,start,make, Two years since I set up the glass and started to make marks on it .,4,12,1,0,0,0,0,1,0,0,1,0,0,VV,0
8,11814,begin,transform," It is beginning to transform the rest , he wrote .",9,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
8,11817,start,make," Starting to make bachelor apparatus interesting again , as I hoped it might .",4,-1,1,0,0,0,1,0,0,1,0,0,0,VV,0
8,11850,start,dance," Yesterday , he wrote , it started to dance for me again .",5,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
8,11864,begin,think, Beginning to think now of boxing match in upper panel right .,5,-1,0,1,0,0,0,0,1,1,0,0,0,VV,0
8,11934,begin,see," Began to see last night , he wrote , that duck-rabbit effect only variant on boxing-match .",3,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
8,12007,start,drain, But tension starting to drain out of whole thing .,5,-1,1,0,0,0,0,0,1,0,0,0,0,VV,0
8,12100,start,breathe," My recurring thought , he wrote : that the big glass will only start to breathe when I am gone .",7,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
8,12138,begin,pay, The difficult calculations there beginning to pay off .,3,-1,0,1,0,0,1,0,0,0,0,0,0,VV,0
8,12141,begin,look, And dust really beginning to look good .,4,-1,0,1,0,0,1,0,0,1,0,0,0,VV,0
8,12146,begin,crumble, My plan of writing in here every day after night of work on glass and green box beginning to crumble .,7,-1,0,1,0,0,1,0,0,0,0,0,0,VV,0
8,12169,begin,think," When you begin to think about it you grow dizzy , your stomach turns over , not just at the commercialism of it all , but at the aestheticism of it all , not just at the chequebooks but at the Intelligent Conversations , not just at the fifty percent but at the Sensitive Responses , not just at the winks and nods but at the Hushed Silence in the Presence of Art .",5,12,0,1,0,0,0,0,1,1,0,0,0,VV,0
8,12227,begin,feel," After that , strangely , for the first time began to feel the glow of achievement .",4,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
8,12283,begin,try," When he 'd gone , wrote Harsnet ( typed Goldberg ) , I began to try out different possibilities .",3,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
8,12340,begin,pull," Then , pulling the pad towards him , he began to write .",4,-1,0,1,0,0,0,1,0,0,1,0,0,VVG,1
8,12340,begin,write," Then , pulling the pad towards him , he began to write .",5,4,0,1,0,0,1,0,0,0,1,0,0,VV,0
8,12741,start,move, As if now I know it will soon be off my hands time has started to move forward again .,4,-1,1,0,0,0,1,0,0,1,0,0,0,VV,0
9,12752,begin,break, As the roots begin to break out of the grains the barley is transferred to a vast hall heated with warm air and turned by large malt shovels .,5,-1,0,1,0,0,0,0,1,1,0,0,0,VV,0
9,12770,begin,sink, After 4-7 days most of the sugars have been turned into alcohol and the yeast begins to sink to the bottom of the vessel .,4,-1,0,1,0,0,1,0,0,1,0,0,0,VV,0
9,12867,start,slow," When fermentation starts to slow down , a hard spile is used to control the escape of the gas .",4,-1,1,0,0,0,1,0,0,1,0,0,0,VV,0
9,12915,start,brew," A taste for IPA spread rapidly through the home market and several large London brewers established plants in Burton to start brewing pale ale or bitter , taking advantage of the Burton waters , rich in gypsum .",4,10,1,0,0,0,0,1,0,0,1,0,0,VVG,1
9,12921,start,brew, When Arthur Guinness started to brew porter in his Dublin brewery he created an insatiable demand for his beer that has never waned in Ireland .,4,5,1,0,0,0,0,1,0,0,1,0,0,VV,0
11,13653,start,go," Bill Murray spent 50,000 on setting up his restaurant at Telegraph Hill , near Exeter , Devon , two years ago but said the business started to go downhill when he handed it over to a manager to run .",2,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
11,14751,begin,cook," Wendy Vaughan began cooking professionally six years ago at the Old Rectory in Llansanfraid , North Wales -- the family home she converted to a small hotel with her husband Michael when he sold his motor parts company .",4,4,0,1,0,0,1,0,0,0,1,0,0,VVG,1
11,14757,start,cook," But the evil ravages of the British educational system at its worst were not enough to keep her away from her first love forever , and she started to cook with simplicity and a straightforward style which she has maintained .",4,2,1,0,0,0,0,0,1,0,1,0,0,VV,0
11,14790,love,cook," Vaughan loves to cook , but finds it a punishing way to make a living : "" People told me that there was no job harder than nursing , "" recalls Vaughan , "" but they were wrong !",4,14,0,0,1,0,1,0,0,1,0,0,0,VV,0
11,14923,start,lose," He rates their subtlety , but points out that they can be mixed only with warm sauces or , he warns , they start to lose their delicacy .",4,9,1,0,0,0,0,1,0,1,0,0,0,VV,0
11,15107,start,handle, About midnight she started handling interviews .,6,2,1,0,0,0,0,1,0,0,1,0,0,VVG,1
12,15394,begin,swing, In an instant he had vaulted over the side of their car and had begun swinging himself along towards the head of the train and the car occupied by Lord Woodleigh and Jilly Jonathan .,5,-1,0,1,0,0,0,0,1,0,1,0,0,VVG,1
12,15543,begin,heave," Poor overweight Peter Horbury , the new Lord Woodleigh began to heave himself from his deckchair and then sank back into it .",5,-1,0,1,0,0,0,0,1,0,1,0,0,VV,0
12,15633,start,read," "" Dratted nuisance that Quince lad ! "" thought Bramble , and started to read the paper .",4,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
12,15817,begin,compare," This was a case of Gentlemen versus Players in the golden age when such distinctions still applied and when it was obvious to anyone with an eighth of an intelligence that no paid journeyman could ever begin to compare with the rapier-like "" amateurs "" who flitted with effortless superiority , solving one crime after another with a brilliant insouciance which was the dismay of the criminal fraternity , the envy of the constabulary , and a source of immense satisfaction to most of the upper middle class , especially those with an aptitude for the Times crossword .",7,-1,0,1,0,0,0,0,1,0,1,0,0,VV,0
12,15817,begin,solve," This was a case of Gentlemen versus Players in the golden age when such distinctions still applied and when it was obvious to anyone with an eighth of an intelligence that no paid journeyman could ever begin to compare with the rapier-like "" amateurs "" who flitted with effortless superiority , solving one crime after another with a brilliant insouciance which was the dismay of the criminal fraternity , the envy of the constabulary , and a source of immense satisfaction to most of the upper middle class , especially those with an aptitude for the Times crossword .",5,-1,0,1,0,0,0,1,0,0,1,0,0,VVG,1
12,15864,begin,interject," Here , Mrs Pettifer began to interject but the small gentleman silenced her with a flap of the wrist which was altogether not very gentlemanly and proved too much for the great lady detective who made a more purposeful interjection of her own .",9,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
12,15893,start,descend," The small bi-plane wobbled over the oaks and the elms , banked at the north end of the ha-ha and started to descend towards the huge lawn which ran , treeless along this side of the house between terrace and park .",7,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
12,15942,begin,perspire," Colonel Feather 's face was getting red , and he was beginning to perspire .",8,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
12,15943,begin,fidget, The small audience had begun to fidget on their rickety folded chairs .,6,-1,0,1,0,0,0,0,1,0,1,0,0,VV,0
12,16267,begin,sniffle," "" That was unkind , "" said Mrs Feather to Mrs Doran in a reproachful tone , as Mrs Yardley began to sniffle .",7,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
12,16829,start,talk, I was going to tell my joke to the nice German but he had started talking to someone else .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VVG,1
12,16912,begin,feel, I was beginning to feel quite happy again .,4,22,0,1,0,0,1,0,0,0,1,0,0,VV,0
12,16986,begin,leave, People were beginning to leave .,5,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
12,17398,start,stir," "" The gentleman who 'd been in with her would naturally have gone back to his room well before people started stirring . """,4,-1,1,0,0,0,1,0,0,0,1,0,0,VVG,1
12,17404,begin,enjoy," "" Thomas will see to it , "" said Mr Eames , who was beginning to enjoy himself .",5,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
12,17585,start,put," If she started to put pressure on ... """,3,1,1,0,0,0,0,1,0,0,1,0,0,VV,0
12,17639,begin,put," You said yourself she would n't have begun putting the pressure on yet . """,3,6,0,1,0,0,0,1,0,0,1,0,0,VVG,1
12,17857,begin,quaver," "" Wendy 's voice began to quaver , "" her breathing got very slow .",6,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
12,18048,begin,burgeon," "" Just a minute , "" said Henry , a thought beginning to burgeon in his mind .",7,-1,0,1,0,0,0,0,1,0,1,0,0,VV,0
12,18071,begin,stray," "" Ah , so that 's the way the wind blows , is it ? "" said Henry , his mind beginning to stray .",5,-1,0,1,0,0,1,0,0,1,0,0,0,VV,0
13,18319,begin,rise," But Muriel 's climb to film direction was slow and gradual , and she began her apprenticeship as a typist and then continuity girl , rising throughout the studio hierarchy .",4,-1,0,1,0,0,0,0,1,0,1,0,0,VVG,1
13,18417,begin,write," Out of a desire to protest against the "" oppression and exploitation "" he saw around him , he began to write short stories , by the time of his death over a hundred had been published .",5,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
13,18437,begin,affect," As I have read his writings , often in photocopies lent to me by friends , or in the book on his work published in 1982 , in India , I have not only come to appreciate his films in a more informed way , but I have also realized that his outlook on film-making is one which has begun to affect my own thinking .",6,-1,0,1,0,0,0,1,0,1,0,0,0,VV,0
13,18720,begin,take, A success both in front of the box and on the critics ' pages CHANCER created a vogue out of a rogue -- the identity of Stephen Crane ( Clive Owen 's role ) catching the attention of the country and reflecting the social changes in the early 90 's as the enterprise culture began to take a tumble .,4,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
13,18751,begin,originate," On October 5 1991 , "" SOUTH "" , a new series on Channel 4 begins , originating from Channel 4 's work with film and programme makers in the Southern hemisphere over the last eight years .",9,-1,0,1,0,0,0,0,1,1,0,0,0,VVG,1
13,18944,begin,take, Bogarde plays a Russian emigre who runs a chocolate factory in Germany just as the Nazis begin to take power .,4,5,0,1,0,0,0,1,0,1,0,0,0,VV,0
14,19189,start,think, I now had to start thinking about things like that .,5,-1,1,0,0,0,0,0,1,0,1,0,0,VVG,1
14,19195,start,feel, I was starting to feel light-headed .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,19282,start,walk," He started to walk towards us , then he hesitated .",4,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
14,19341,start,ask," I remember the shock of realizing that this was my last ever second-year class , then my last ever third-year class , and then people started asking me about my leaving party .",3,10,1,0,0,0,0,0,1,0,1,0,0,VVG,1
14,19398,start,realize," I had also never before been without a pattern to the future , and I was starting to realize that it might not all be quite so easy as I had imagined .",7,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,19405,start,run," And , somehow , my savings , carefully built up over the years , were starting to run dry .",3,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,19550,start,invite, Some of them tried to make amends for their own earlier contribution to this state of affairs and moved to include me more fully in the life of the school -- a few even started to invite me back home for meals and things .,6,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
14,19596,start,appear, Mona graffiti started to appear everywhere and the craze was fuelled by my own furious reaction whenever I discovered some new example of the genre .,6,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,19689,start,laugh, All of a sudden I started to laugh .,5,18,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,19709,start,look," About three weeks after I started looking , I came upon an advertisement for a receptionist to work at a local authority office building , not too far from my new home .",4,2,1,0,0,0,1,0,0,0,1,0,0,VVG,1
14,19731,start,read," I started to read newspapers and magazines more , and , for just about the first time in my life , I began to take an interest in current affairs .",4,9,1,0,0,0,0,1,0,0,1,0,0,VV,0
14,19731,begin,take," I started to read newspapers and magazines more , and , for just about the first time in my life , I began to take an interest in current affairs .",4,-1,0,1,0,0,0,1,0,0,1,0,0,VV,0
14,19904,start,call," She started calling me a thief and it all went on from there . """,4,6,1,0,0,0,0,1,0,0,1,0,0,VVG,1
14,19946,begin,fill," She pulled out a file from a drawer in her desk , took out a fresh form and began to fill it in .",4,-1,0,1,0,0,1,0,0,0,1,0,0,VV,0
14,19974,start,enter," I made my way up to the lobby with those final two words of hers ringing around inside my head , and all sorts of other doctor phrases started to enter my mind -- people calling me Doctor Streeter , popular songs with the word doctor in them -- and then all of a sudden I started to cry .",5,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
14,19974,start,cry," I made my way up to the lobby with those final two words of hers ringing around inside my head , and all sorts of other doctor phrases started to enter my mind -- people calling me Doctor Streeter , popular songs with the word doctor in them -- and then all of a sudden I started to cry .",3,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,19997,start,come," However , although unemployment was starting to come down , especially in the south-east where I was living , it was still generally pretty high .",4,17,1,0,0,0,0,0,1,0,1,0,0,VV,0
14,20158,start,rain, It started to rain so I went down to Apsley House at the bottom right-hand corner of the park with the intention of having a look at the paintings there .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,20247,start,run, She fell silent and a tear started to run down her cheek .,3,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
14,20285,start,lose," I see now that finally , critically , and most insidiously of all , I had started to lose my self-respect .",4,-1,1,0,0,0,0,1,0,1,0,0,0,VV,0
14,20365,start,think," I was so caught up in what I was seeing that it was only when I reached the top of the close where they lived that I started to think again about what I was doing there , and it was then that my feelings of fear started .",5,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
14,20381,start,take, A new plan of action started to take shape .,4,1,1,0,0,0,0,1,0,0,1,0,0,VV,0
14,20494,start,dissipate," The excitement of the adventure started to dissipate and I was left with the cold reality of knowing that I was on a train with hardly any money , no ticket and nowhere to go .",9,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,20497,start,look," It was starting to look as though , whether I liked it or not , I simply might not survive .",4,14,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,20524,start,look, He went away and I started to look down at my hands again .,4,7,1,0,0,0,0,0,1,0,1,0,0,VV,0
14,20679,start,wind," The catering assistants started to wind down the evening 's proceedings , and Katrina and one of the other girls ( Bridget ) came out from around the back to tidy up the customer area .",4,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
14,20749,start,wash, Waves of sleep then started to wash over me and I dozed fitfully until dawn .,4,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
14,21102,start,like," Funnily enough , I was starting to like the idea .",4,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
14,21135,start,clear," You can start work now , clearing this out .",5,-1,1,0,0,0,1,0,0,1,0,0,0,VVG,1
14,21162,start,sort," Up in London , I started to sort out various logistical problems .",4,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
14,21233,start,move," "" Dot , I think things are finally going to start moving forward .",4,-1,1,0,0,0,1,0,0,1,0,0,0,VVG,1
14,21312,start,feel, I had started to feel very tired and I decided to try and find somewhere to have a sleep .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,21329,start,haunt, Memories started to haunt me again .,5,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,21367,start,wander," I started to wander again , in and out of second-hand bookshops , and then into an amusement arcade .",6,-1,1,0,0,0,0,0,1,0,1,0,0,VV,0
14,21382,start,walk, I got up and started to walk around .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,21383,start,think," I started to think about my childhood again , about my parents and my sister .",5,6,1,0,0,0,0,0,1,0,1,0,0,VV,0
14,21431,start,lose," I 'm starting to lose my bearings a bit -- and my ball-bearings as well , come to that . """,4,-1,1,0,0,0,0,1,0,1,0,0,0,VV,0
14,21469,start,speak, Then she started to speak slowly .,5,14,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,21519,start,go," "" Lisa was my best friend until she and Andy started going out together -- we even shared a flat together at one stage .",2,-1,1,0,0,0,1,0,0,0,1,0,0,VVG,1
14,21548,start,run," Then last year , everything just started running against me for some reason .",3,-1,1,0,0,0,0,0,1,0,1,0,0,VVG,1
14,21565,start,rise, It was in fact rather a nice day and my spirits were starting to rise .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,21795,start,feel, I started to feel drowsy .,4,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,21869,start,look," "" Dorothy , for when I start looking at various housing options , what sort of thing are you actually after ?",4,-1,1,0,0,0,0,0,1,1,0,0,0,VVG,1
14,21885,start,make," You can tell me how you got on today and I can start making some enquiries . """,4,9,1,0,0,0,0,1,0,1,0,0,0,VVG,1
14,21902,start,flutter," On the way back to Harwich , the newspapers did a marvellous job of keeping my mind off things , and it was only on the last leg of the journey that the butterflies started to flutter again .",7,-1,1,0,0,0,1,0,0,0,1,0,0,VV,0
14,22319,start,write," "" I 'm going to start writing a book . """,5,-1,1,0,0,0,0,1,0,1,0,0,0,VVG,1
14,22340,start,spend," In any case , once I got more and more into the swing of writing , I started to spend more time at home doing that .",5,-1,1,0,0,0,0,1,0,0,1,0,0,VV,0
14,22397,start,bring, She started bringing the food over .,5,-1,1,0,0,0,0,1,0,0,1,0,0,VVG,1
